transaction_id,store_id,price,quantity,discount,total_spent
1073,102,95.2,2,0.1,171.36
1074,101,130.04,5,0.0,650.1999999999999
1075,102,142.68,1,0.05,135.546
1076,104,26.33,3,0.15,67.1415
1077,104,139.36,2,0.05,264.784
1078,103,76.36,1,0.15,64.90599999999999
1079,104,42.45,7,0.1,267.43500000000006
1080,103,71.57,5,0.1,322.065
1081,104,147.1,1,0.1,132.39
1082,101,76.43,6,0.1,412.72200000000004
1083,104,52.67,5,0.1,237.01500000000001
1084,103,96.84,3,0.05,275.99399999999997
1085,103,39.82,7,0.1,250.866
1086,102,16.0,9,0.0,144.0
1087,101,23.69,9,0.0,213.21
1088,104,23.57,9,0.05,201.52349999999998
1089,102,27.03,2,0.15,45.951
1090,104,25.13,3,0.0,75.39
1091,104,97.93,7,0.15,582.6835
1092,102,31.37,5,0.05,149.0075
1093,102,55.12,2,0.15,93.704
1094,102,135.03,3,0.15,344.3265
1095,102,73.72,6,0.15,375.972
1096,102,101.8,7,0.15,605.71
1097,104,29.99,9,0.05,256.4145
1098,102,32.88,1,0.0,32.88
1099,101,10.93,7,0.1,68.859
1100,103,29.5,8,0.15,200.6
1101,102,45.4,3,0.0,136.2
1102,102,30.67,4,0.0,122.68
1103,104,17.86,6,0.05,101.80199999999999
1104,102,22.49,7,0.0,157.42999999999998
1105,102,71.81,4,0.05,272.878
1106,102,34.92,8,0.15,237.45600000000002
1107,104,57.82,5,0.15,245.735
1108,102,78.0,1,0.1,70.2
1109,103,105.11,4,0.1,378.396
1110,104,10.7,3,0.1,28.889999999999997
1111,103,120.91,9,0.0,1088.19
1112,104,96.05,8,0.15,653.14
1113,102,16.86,1,0.05,16.017
1114,103,131.67,6,0.1,711.018
1115,104,138.53,9,0.05,1184.4315
1116,101,13.86,7,0.05,92.169
1117,102,45.15,4,0.1,162.54
1118,104,121.9,1,0.15,103.61500000000001
1119,101,113.5,2,0.1,204.3
1120,104,31.76,5,0.05,150.86
1121,101,35.36,5,0.1,159.12
1122,102,58.72,8,0.05,446.272
1123,103,75.26,6,0.05,428.982
1124,101,94.65,8,0.1,681.48
1125,104,58.49,2,0.0,116.98
1126,102,72.07,3,0.1,194.589
1127,101,113.38,6,0.0,680.28
1128,104,10.32,3,0.05,29.412
1129,104,41.6,6,0.05,237.12
1130,104,108.44,6,0.0,650.64
1131,101,134.8,2,0.05,256.12
1132,101,79.19,7,0.0,554.3299999999999
1133,101,82.16,2,0.0,164.32
1134,103,20.54,6,0.05,117.07799999999999
1135,101,69.87,1,0.15,59.389500000000005
1136,101,82.23,3,0.0,246.69
1137,101,40.16,2,0.1,72.288
1138,103,44.04,7,0.1,277.452
1139,101,59.71,4,0.05,226.898
1140,104,7.91,8,0.15,53.788
1141,101,51.7,6,0.05,294.69000000000005
1142,104,35.66,4,0.15,121.24399999999999
1143,104,52.49,5,0.0,262.45
1144,104,22.37,9,0.0,201.33
1145,103,134.13,7,0.0,938.91
1146,103,91.07,9,0.0,819.6299999999999
1147,103,103.47,7,0.1,651.861
1148,101,119.43,1,0.1,107.48700000000001
1149,104,77.27,8,0.05,587.252
1150,103,17.6,4,0.15,59.84
1151,103,82.88,3,0.0,248.64
1152,101,90.09,7,0.0,630.63
1153,103,113.09,3,0.15,288.37949999999995
1154,101,67.59,8,0.15,459.612
1155,102,23.5,6,0.05,133.95
1156,103,46.15,5,0.15,196.1375
1157,102,57.65,4,0.0,230.6
1158,101,98.66,8,0.0,789.28
1159,104,87.76,8,0.0,702.08
1160,103,56.63,1,0.0,56.63
1161,101,148.04,9,0.0,1332.36
1162,104,92.84,5,0.05,440.99
1163,104,39.4,4,0.0,157.6
1164,102,19.76,6,0.05,112.63199999999999
1165,101,27.16,6,0.0,162.96
1166,104,40.66,2,0.1,73.188
1167,103,28.3,8,0.1,203.76000000000002
1168,103,32.05,7,0.1,201.91499999999996
1169,102,46.34,1,0.1,41.706
1170,104,30.14,5,0.05,143.165
1171,101,135.03,6,0.05,769.671
1172,103,16.63,4,0.15,56.541999999999994
1173,104,81.05,2,0.0,162.1
1174,104,64.51,4,0.1,232.23600000000002
1175,102,147.44,1,0.05,140.06799999999998
1176,103,21.25,7,0.0,148.75
1177,103,62.69,2,0.0,125.38
1178,101,145.57,2,0.05,276.58299999999997
1179,103,130.5,9,0.1,1057.05
1180,101,123.48,5,0.15,524.79
1181,103,42.4,2,0.0,84.8
1182,102,29.78,9,0.15,227.81699999999998
1183,103,101.95,9,0.1,825.7950000000001
1184,101,139.76,1,0.1,125.78399999999999
1185,101,85.73,3,0.15,218.61149999999998
1186,102,87.88,4,0.1,316.368
1187,103,45.6,7,0.0,319.2
1188,103,116.58,4,0.15,396.37199999999996
1189,102,32.12,2,0.1,57.815999999999995
1190,103,51.93,7,0.15,308.9835
1191,103,66.69,6,0.0,400.14
1192,101,78.6,3,0.1,212.22
1193,103,40.15,6,0.0,240.89999999999998
1194,103,21.65,6,0.1,116.90999999999998
1195,102,93.54,5,0.05,444.315
1196,102,46.85,4,0.1,168.66
1197,104,89.28,1,0.15,75.888
1198,101,27.38,6,0.1,147.852
1199,103,74.77,2,0.0,149.54
1200,103,82.23,3,0.0,246.69
1201,104,12.51,8,0.1,90.072
1202,103,53.81,6,0.15,274.431
1203,101,24.49,3,0.05,69.7965
1204,104,14.19,7,0.15,84.4305
1205,101,148.54,4,0.05,564.452
1206,104,51.74,9,0.0,465.66
1207,104,122.43,5,0.15,520.3275000000001
1208,102,41.92,3,0.05,119.472
1209,101,103.82,2,0.1,186.876
1210,103,115.23,2,0.0,230.46
1211,103,91.37,3,0.1,246.699
1212,101,73.38,2,0.0,146.76
1213,103,64.72,4,0.15,220.048
1214,103,55.59,2,0.15,94.503
1215,101,139.78,9,0.0,1258.02
1216,104,125.44,2,0.0,250.88
1217,101,144.93,9,0.0,1304.3700000000001
1218,104,23.02,6,0.15,117.402
1219,103,110.98,1,0.05,105.431
1220,103,141.06,4,0.1,507.81600000000003
1221,103,31.28,1,0.1,28.152
1222,102,14.64,6,0.15,74.664
1223,104,112.46,4,0.1,404.856
1224,102,88.3,3,0.0,264.9
1225,102,127.07,3,0.05,362.1495
1226,101,25.27,9,0.1,204.687
1227,102,120.31,6,0.05,685.7669999999999
1228,101,34.24,9,0.0,308.16
1229,101,28.73,5,0.1,129.285
1230,102,28.82,2,0.15,48.994
1231,104,123.11,8,0.05,935.636
1232,104,101.45,5,0.0,507.25
1233,104,80.84,2,0.05,153.596
1234,104,57.03,4,0.1,205.30800000000002
1235,104,132.19,9,0.1,1070.739
1236,102,61.9,4,0.15,210.45999999999998
1237,102,123.41,4,0.0,493.64
1238,103,68.67,2,0.0,137.34
1239,104,59.66,6,0.15,304.26599999999996
1240,102,72.09,2,0.15,122.553
1241,103,48.7,7,0.0,340.90000000000003
1242,104,113.4,3,0.05,323.19000000000005
1243,101,77.89,3,0.05,221.9865
1244,103,38.67,5,0.15,164.34750000000003
1245,102,135.44,3,0.05,386.00399999999996
1246,101,60.66,2,0.0,121.32
1247,101,83.82,9,0.1,678.9419999999999
1248,101,136.44,2,0.1,245.592
1249,103,95.51,2,0.05,181.469
1250,102,21.95,8,0.15,149.26
1251,101,141.28,9,0.15,1080.792
1252,104,96.02,7,0.15,571.319
1253,101,53.56,3,0.15,136.578
1254,101,25.19,9,0.15,192.7035
1255,103,120.13,3,0.05,342.3705
1256,103,94.91,5,0.1,427.09499999999997
1257,102,82.35,9,0.1,667.035
1258,104,134.61,3,0.05,383.6385
1259,103,119.35,7,0.15,710.1324999999999
1260,101,26.99,1,0.05,25.640499999999996
1261,102,50.2,4,0.1,180.72000000000003
1262,101,41.03,4,0.0,164.12
1263,101,112.87,7,0.05,750.5855
1264,103,9.86,8,0.15,67.04799999999999
1265,102,87.63,1,0.1,78.867
1266,104,115.56,5,0.1,520.02
1267,104,132.13,7,0.1,832.419
1268,103,54.6,4,0.1,196.56
1269,103,124.08,4,0.15,421.87199999999996
1270,102,21.04,4,0.0,84.16
1271,104,127.74,6,0.1,689.7959999999999
1272,104,23.49,7,0.05,156.20849999999996
1273,104,62.61,2,0.0,125.22
1274,101,120.61,5,0.1,542.745
1275,104,26.74,4,0.0,106.96
1276,101,38.24,3,0.05,108.984
1277,102,109.73,7,0.1,691.299
1278,101,109.41,6,0.05,623.6370000000001
1279,102,97.97,7,0.15,582.9214999999999
1280,104,105.62,5,0.1,475.29
1281,104,83.7,6,0.1,451.9800000000001
1282,102,41.51,5,0.1,186.795
1283,103,55.13,7,0.1,347.319
1284,102,31.33,2,0.15,53.260999999999996
1285,103,136.73,5,0.1,615.285
1286,101,89.59,6,0.0,537.54
1287,101,63.12,6,0.1,340.84799999999996
1288,101,71.99,5,0.15,305.9575
1289,104,142.36,7,0.1,896.868
1290,101,27.24,8,0.0,217.92
1291,103,90.0,7,0.15,535.5
1292,101,78.35,5,0.15,332.9875
1293,102,93.66,1,0.0,93.66
1294,102,7.63,5,0.0,38.15
1295,104,131.46,2,0.0,262.92
1296,102,140.16,5,0.0,700.8
1297,103,86.94,5,0.0,434.7
1298,101,106.01,2,0.15,180.217
1299,104,138.76,5,0.15,589.7299999999999
1300,101,107.55,4,0.1,387.18
1301,101,27.12,1,0.1,24.408
1302,103,88.56,3,0.05,252.396
1303,102,92.97,1,0.1,83.673
1304,102,66.5,5,0.1,299.25
1305,101,111.78,4,0.0,447.12
1306,104,140.48,7,0.0,983.3599999999999
1307,102,139.21,5,0.1,626.445
1308,104,70.37,4,0.05,267.406
1309,102,21.42,2,0.0,42.84
1310,104,147.8,4,0.1,532.08
1311,103,126.64,2,0.1,227.952
1312,104,23.08,8,0.15,156.944
1313,103,138.52,3,0.05,394.78200000000004
1314,103,131.13,9,0.15,1003.1445
1315,104,80.23,4,0.05,304.874
1316,103,90.73,6,0.0,544.38
1317,101,62.86,5,0.05,298.585
1318,103,12.94,1,0.1,11.645999999999999
1319,102,53.6,9,0.1,434.16
1320,104,121.41,1,0.05,115.33949999999999
1321,101,5.67,8,0.05,43.092
1322,104,53.36,9,0.05,456.228
1323,102,62.73,9,0.15,479.88449999999995
1324,102,82.92,1,0.05,78.774
1325,102,138.38,2,0.0,276.76
1326,103,55.22,1,0.15,46.937
1327,103,55.31,2,0.15,94.027
1328,104,111.94,8,0.05,850.7439999999999
1329,104,70.57,5,0.0,352.84999999999997
1330,101,37.57,7,0.15,223.5415
1331,101,70.6,2,0.1,127.08
1332,104,25.42,8,0.15,172.856
1333,103,30.58,6,0.05,174.30599999999998
1334,102,77.26,8,0.0,618.08
1335,104,65.74,1,0.05,62.45299999999999
1336,101,137.65,1,0.1,123.885
1337,103,57.55,7,0.1,362.565
1338,104,89.19,8,0.1,642.168
1339,104,96.68,3,0.05,275.538
1340,103,6.9,5,0.15,29.325
1341,104,101.21,1,0.05,96.14949999999999
1342,103,30.82,7,0.0,215.74
1343,102,144.36,5,0.15,613.5300000000001
1344,103,26.56,8,0.1,191.232
1345,103,65.12,8,0.05,494.91200000000003
1346,103,17.38,9,0.1,140.778
1347,104,149.55,7,0.1,942.1650000000002
1348,104,77.82,1,0.0,77.82
1349,103,91.33,3,0.15,232.8915
1350,104,14.73,8,0.0,117.84
1351,101,113.74,3,0.0,341.21999999999997
1352,101,35.44,8,0.0,283.52
1353,104,135.22,1,0.1,121.69800000000001
1354,104,34.75,5,0.0,173.75
1355,103,32.65,4,0.0,130.6
1356,102,10.3,5,0.15,43.775
1357,104,73.45,8,0.15,499.46
1358,101,86.9,4,0.0,347.6
1359,103,14.53,4,0.15,49.401999999999994
1360,104,117.45,3,0.15,299.4975
1361,101,70.73,7,0.0,495.11
1362,101,81.04,3,0.1,218.80800000000002
1363,102,68.91,3,0.0,206.73
1364,103,63.11,5,0.15,268.21750000000003
1365,103,86.15,5,0.1,387.675
1366,102,27.51,6,0.05,156.807
1367,102,31.38,8,0.1,225.936
1368,103,129.96,6,0.15,662.7959999999999
1369,103,142.19,1,0.1,127.971
1370,104,59.13,8,0.0,473.04
1371,104,44.26,8,0.05,336.376
1372,102,98.38,9,0.05,841.1489999999999
1373,104,64.27,9,0.05,549.5084999999999
1374,101,8.68,2,0.15,14.755999999999998
1375,104,27.64,2,0.15,46.988
1376,104,108.82,3,0.05,310.13699999999994
1377,101,100.54,1,0.1,90.486
1378,102,8.93,4,0.05,33.934
1379,101,37.19,4,0.1,133.884
1380,104,38.51,9,0.1,311.931
1381,102,102.42,9,0.15,783.5129999999999
1382,104,7.86,9,0.1,63.66600000000001
1383,101,20.1,7,0.05,133.66500000000002
1384,101,120.99,2,0.15,205.683
1385,104,30.89,5,0.0,154.45
1386,103,99.65,4,0.0,398.6
1387,103,39.54,8,0.15,268.872
1388,101,19.42,2,0.05,36.898
1389,101,40.26,6,0.0,241.56
1390,103,109.73,5,0.0,548.65
1391,103,129.08,2,0.1,232.34400000000002
1392,104,125.38,1,0.1,112.842
1393,104,62.59,8,0.05,475.684
1394,103,101.87,2,0.15,173.179
1395,104,34.72,7,0.05,230.88799999999998
1396,104,47.51,9,0.15,363.45149999999995
1397,102,134.97,9,0.0,1214.73
1398,104,6.89,8,0.1,49.608
1399,101,17.4,9,0.05,148.76999999999998
1400,104,35.14,2,0.05,66.76599999999999
1401,104,8.85,6,0.15,45.13499999999999
1402,103,31.31,4,0.15,106.454
1403,101,89.54,4,0.05,340.252
1404,104,66.11,5,0.15,280.96750000000003
1405,104,134.44,3,0.05,383.154
1406,102,123.53,1,0.05,117.3535
1407,104,54.56,8,0.05,414.656
1408,104,42.62,5,0.0,213.1
1409,102,60.06,3,0.15,153.153
1410,103,90.59,7,0.1,570.717
1411,104,43.87,7,0.1,276.381
1412,102,95.5,1,0.15,81.175
1413,101,64.36,9,0.05,550.278
1414,103,85.05,2,0.1,153.09
1415,101,68.24,5,0.1,307.08
1416,101,47.7,5,0.15,202.725
1417,102,142.53,8,0.1,1026.2160000000001
1418,104,115.72,8,0.05,879.472
1419,102,25.32,7,0.15,150.654
1420,102,130.93,7,0.05,870.6845
1421,102,75.68,6,0.1,408.672
1422,102,134.71,6,0.1,727.434
1423,103,120.98,9,0.05,1034.379
1424,104,66.66,6,0.0,399.96
1425,101,8.26,2,0.1,14.868
1426,101,43.96,2,0.0,87.92
1427,104,83.54,5,0.1,375.93000000000006
1428,101,96.85,4,0.0,387.4
1429,104,42.39,2,0.0,84.78
1430,101,25.21,3,0.0,75.63
1431,102,126.06,7,0.05,838.299
1432,101,147.74,8,0.0,1181.92
1433,104,81.23,6,0.0,487.38
1434,104,29.89,5,0.0,149.45
1435,104,44.48,1,0.1,40.032
1436,104,7.67,8,0.0,61.36
1437,104,137.57,3,0.1,371.43899999999996
1438,103,22.07,6,0.0,132.42000000000002
1439,103,88.59,3,0.0,265.77
1440,101,44.74,7,0.05,297.521
1441,104,85.36,7,0.1,537.768
1442,101,99.46,9,0.0,895.14
1443,104,125.31,5,0.1,563.895
1444,104,34.93,8,0.1,251.496
1445,103,6.59,8,0.15,44.812
1446,103,24.85,1,0.05,23.6075
1447,102,135.5,5,0.05,643.625
1448,103,131.71,3,0.05,375.3735
1449,102,91.62,1,0.15,77.877
1450,102,92.07,4,0.15,313.03799999999995
1451,102,101.43,8,0.05,770.868
1452,102,30.43,3,0.15,77.59649999999999
1453,102,137.59,2,0.15,233.903
1454,101,65.72,9,0.15,502.758
1455,103,60.56,5,0.05,287.66
1456,102,80.24,7,0.05,533.5959999999999
1457,104,11.81,2,0.05,22.439
1458,103,29.11,9,0.15,222.6915
1459,103,112.01,9,0.05,957.6854999999999
1460,102,17.01,4,0.15,57.834
1461,101,92.46,4,0.0,369.84
1462,102,40.58,6,0.15,206.958
1463,101,61.45,6,0.1,331.83000000000004
1464,104,46.86,1,0.05,44.516999999999996
1465,103,56.57,9,0.05,483.6735
1466,104,109.26,2,0.1,196.668
1467,101,48.08,5,0.15,204.33999999999997
1468,101,87.13,9,0.0,784.17
1469,104,74.03,4,0.1,266.50800000000004
1470,101,101.23,3,0.1,273.321
1471,104,140.84,7,0.15,837.9979999999999
1472,103,111.22,6,0.05,633.954
1473,104,36.17,8,0.15,245.95600000000002
1474,103,9.52,3,0.1,25.704
1475,104,43.03,5,0.1,193.63500000000002
1476,101,91.29,4,0.05,346.902
1477,104,12.46,4,0.05,47.348
1478,101,76.97,4,0.05,292.486
1479,104,91.54,8,0.15,622.472
1480,104,53.47,6,0.05,304.779
1481,102,116.78,3,0.1,315.30600000000004
1482,101,20.46,5,0.1,92.07000000000001
1483,102,15.89,6,0.0,95.34
1484,101,110.59,5,0.15,470.00750000000005
1485,102,76.85,6,0.0,461.09999999999997
1486,103,104.82,8,0.1,754.704
1487,104,68.05,7,0.0,476.34999999999997
1488,101,40.73,5,0.1,183.285
1489,101,123.77,6,0.0,742.62
1490,104,120.92,4,0.05,459.496
1491,101,105.73,9,0.0,951.57
1492,101,44.46,4,0.05,168.948
1493,102,90.58,1,0.05,86.05099999999999
1494,101,57.34,7,0.15,341.173
1495,103,18.28,7,0.05,121.562
1496,103,138.01,4,0.05,524.438
1497,104,24.84,3,0.0,74.52
1498,101,142.78,8,0.1,1028.016
1499,104,69.67,5,0.15,296.0975
1500,103,31.84,7,0.05,211.736
1501,101,83.58,4,0.15,284.17199999999997
1502,101,131.58,4,0.0,526.32
1503,104,111.17,8,0.05,844.8919999999999
1504,103,121.95,8,0.0,975.6
1505,101,100.52,2,0.15,170.884
1506,104,105.38,2,0.0,210.76
1507,103,128.13,3,0.15,326.7315
1508,104,41.2,3,0.0,123.60000000000001
1509,102,75.97,1,0.15,64.5745
1510,101,37.08,3,0.1,100.116
1511,102,148.21,6,0.0,889.26
1512,103,141.89,8,0.0,1135.12
1513,102,10.72,6,0.1,57.888000000000005
1514,102,107.31,5,0.1,482.895
1515,103,139.16,4,0.0,556.64
1516,104,31.18,3,0.1,84.18599999999999
1517,102,87.35,4,0.05,331.92999999999995
1518,104,137.75,7,0.15,819.6125
1519,102,9.92,1,0.15,8.432
1520,104,106.13,7,0.15,631.4735
1521,103,48.12,1,0.05,45.714
1522,102,139.04,2,0.1,250.272
1523,103,145.8,4,0.1,524.8800000000001
1524,102,141.92,1,0.0,141.92
1525,103,73.76,9,0.1,597.456
1526,103,130.0,6,0.0,780.0
1527,102,127.46,1,0.05,121.08699999999999
1528,102,51.27,1,0.15,43.5795
1529,102,125.19,6,0.15,638.4689999999999
1530,101,10.37,4,0.15,35.257999999999996
1531,104,91.46,4,0.1,329.256
1532,101,38.35,6,0.0,230.10000000000002
1533,101,22.48,7,0.0,157.36
1534,103,16.16,9,0.05,138.16799999999998
1535,102,105.96,5,0.1,476.82
1536,104,54.28,9,0.05,464.09399999999994
1537,103,110.09,4,0.0,440.36
1538,101,14.48,2,0.0,28.96
1539,102,50.72,3,0.15,129.33599999999998
1540,103,83.23,1,0.1,74.90700000000001
1541,102,119.65,6,0.0,717.9000000000001
1542,103,51.22,6,0.15,261.222
1543,102,95.75,1,0.1,86.175
1544,101,133.47,3,0.05,380.38949999999994
1545,104,94.3,5,0.1,424.35
1546,101,38.78,3,0.1,104.706
1547,104,8.54,3,0.0,25.619999999999997
1548,102,131.16,3,0.0,393.48
1549,103,8.08,5,0.1,36.36
1550,101,131.83,5,0.0,659.1500000000001
1551,104,81.7,4,0.0,326.8
1552,101,141.16,1,0.0,141.16
1553,104,120.82,5,0.15,513.4849999999999
1554,101,149.7,5,0.15,636.225
1555,104,55.85,4,0.1,201.06
1556,104,116.24,6,0.0,697.4399999999999
1557,102,63.28,4,0.15,215.152
1558,104,74.58,7,0.1,469.854
1559,102,95.99,7,0.0,671.93
1560,104,131.68,2,0.05,250.192
1561,103,147.69,3,0.0,443.07
1562,103,116.4,1,0.0,116.4
1563,103,65.58,8,0.15,445.94399999999996
1564,104,66.1,9,0.1,535.41
1565,102,111.95,4,0.1,403.02000000000004
1566,102,39.62,6,0.15,202.06199999999998
1567,104,21.02,9,0.0,189.18
1568,103,56.42,6,0.05,321.594
1569,103,46.65,9,0.0,419.84999999999997
1570,102,47.96,4,0.0,191.84
1571,103,38.87,8,0.05,295.412
1572,101,11.1,9,0.15,84.91499999999999
1573,102,7.59,4,0.1,27.324
1574,103,148.22,5,0.15,629.9350000000001
1575,102,67.03,8,0.15,455.804
1576,101,60.73,6,0.0,364.38
1577,102,103.55,7,0.1,652.365
1578,102,36.65,3,0.1,98.955
1579,102,142.74,7,0.15,849.303
1580,102,119.02,8,0.05,904.5519999999999
1581,101,17.96,6,0.15,91.596
1582,104,65.55,9,0.05,560.4524999999999
1583,102,132.47,6,0.1,715.338
1584,102,141.99,9,0.15,1086.2235
1585,103,72.77,4,0.0,291.08
1586,102,93.94,8,0.15,638.7919999999999
1587,103,29.22,4,0.1,105.192
1588,104,148.72,2,0.0,297.44
1589,101,38.59,9,0.0,347.31000000000006
1590,101,141.7,5,0.05,673.0749999999999
1591,104,99.2,4,0.0,396.8
1592,101,93.12,2,0.0,186.24
1593,104,79.34,1,0.15,67.43900000000001
1594,104,38.45,7,0.1,242.23500000000004
1595,104,30.6,6,0.05,174.42000000000002
1596,101,36.97,2,0.15,62.849
1597,103,32.03,8,0.0,256.24
1598,104,118.04,4,0.0,472.16
1599,102,55.77,8,0.05,423.85200000000003
1600,101,13.39,7,0.1,84.357
1601,104,145.52,5,0.05,691.22
1602,104,133.15,8,0.15,905.42
1603,102,139.52,9,0.05,1192.896
1604,103,149.26,5,0.0,746.3
1605,103,30.21,5,0.15,128.3925
1606,103,62.46,2,0.0,124.92
1607,104,114.94,5,0.1,517.23
1608,104,105.92,3,0.0,317.76
1609,104,27.31,7,0.0,191.17
1610,101,123.3,5,0.05,585.675
1611,102,37.54,8,0.0,300.32
1612,104,37.45,1,0.15,31.832500000000003
1613,102,82.86,3,0.15,211.29299999999998
1614,102,90.98,3,0.1,245.64600000000002
1615,103,89.11,9,0.15,681.6915
1616,101,18.27,5,0.05,86.78249999999998
1617,104,132.23,9,0.1,1071.0629999999999
1618,103,43.51,9,0.15,332.8515
1619,103,23.78,1,0.05,22.591
1620,104,133.87,2,0.15,227.579
1621,102,143.57,5,0.15,610.1724999999999
1622,103,130.01,4,0.0,520.04
1623,102,122.38,9,0.15,936.207
1624,101,100.01,7,0.15,595.0595000000001
1625,102,84.87,6,0.05,483.759
1626,101,17.61,7,0.05,117.1065
1627,102,64.23,1,0.0,64.23
1628,103,59.04,1,0.15,50.184
1629,103,42.66,8,0.0,341.28
1630,101,109.9,2,0.15,186.83
1631,104,76.9,9,0.1,622.89
1632,101,16.75,7,0.1,105.525
1633,101,36.93,6,0.0,221.57999999999998
1634,102,104.07,1,0.0,104.07
1635,102,16.04,1,0.0,16.04
1636,101,128.43,2,0.05,244.017
1637,103,76.8,6,0.05,437.75999999999993
1638,102,74.69,6,0.05,425.73299999999995
1639,104,90.9,2,0.0,181.8
1640,102,124.58,1,0.15,105.893
1641,102,55.43,5,0.1,249.43499999999997
1642,104,103.31,5,0.0,516.55
1643,101,87.03,2,0.05,165.357
1644,104,43.72,6,0.05,249.20399999999998
1645,101,132.4,9,0.0,1191.6000000000001
1646,101,120.63,2,0.0,241.26
1647,101,100.48,2,0.05,190.912
1648,104,128.33,3,0.15,327.2415
1649,101,130.76,7,0.05,869.5539999999999
1650,103,107.71,6,0.05,613.947
1651,104,126.37,8,0.0,1010.96
1652,103,106.13,8,0.15,721.684
1653,101,103.62,6,0.05,590.634
1654,102,94.7,3,0.05,269.895
1655,101,114.14,3,0.1,308.178
1656,103,28.0,1,0.0,28.0
1657,103,132.73,7,0.1,836.199
1658,104,131.42,5,0.1,591.39
1659,102,9.24,4,0.05,35.112
1660,104,124.74,4,0.0,498.96
1661,103,23.69,4,0.15,80.546
1662,101,53.59,6,0.05,305.463
1663,102,112.81,8,0.15,767.108
1664,101,28.31,8,0.15,192.50799999999998
1665,101,123.61,5,0.0,618.05
1666,102,125.66,6,0.1,678.5640000000001
1667,104,78.58,4,0.0,314.32
1668,101,5.93,9,0.15,45.3645
1669,103,46.62,8,0.05,354.31199999999995
1670,101,94.45,1,0.15,80.2825
1671,102,147.27,2,0.05,279.813
1672,102,96.61,9,0.05,826.0155
1673,102,42.67,8,0.0,341.36
1674,104,96.93,3,0.15,247.1715
1675,101,83.3,8,0.1,599.76
1676,104,118.08,1,0.15,100.368
1677,104,20.51,4,0.15,69.73400000000001
1678,102,115.35,3,0.1,311.445
1679,102,83.48,6,0.0,500.88
1680,104,144.63,7,0.15,860.5485
1681,101,54.57,4,0.15,185.53799999999998
1682,103,96.73,7,0.05,643.2545
1683,104,140.14,9,0.15,1072.0709999999997
1684,101,19.86,2,0.1,35.748
1685,102,140.9,3,0.05,401.565
1686,102,104.74,5,0.0,523.6999999999999
1687,101,14.84,3,0.05,42.294
1688,103,48.64,8,0.1,350.208
