transaction_id,store_id,price,quantity,discount,total_spent,price_imputed,discount_imputed,total_spent_clean
1056,104,24.43,9,,186.8895,24.43,0.15,186.8895
1057,101,9.17,8,0.15,62.355999999999995,9.17,0.15,62.355999999999995
1058,103,114.49,8,0.0,915.92,114.49,0.0,915.92
1059,101,94.94,1,0.15,80.699,94.94,0.15,80.699
1060,103,107.09,5,0.1,481.90500000000003,107.09,0.1,481.90500000000003
1061,103,35.88,4,0.05,136.344,35.88,0.05,136.344
1062,101,24.77,2,0.15,42.108999999999995,24.77,0.15,42.108999999999995
1063,101,7.11,8,0.15,48.348,7.11,0.15,48.348
1064,103,55.84,3,0.0,167.52,55.84,0.0,167.52
1065,102,90.54,4,0.1,325.944,90.54,0.1,325.944
1066,104,61.88,7,,368.18600000000004,61.88,0.15,368.18600000000004
1067,101,68.43,9,0.0,615.8700000000001,68.43,0.0,615.8700000000001
1068,104,,2,,231.36999999999998,66.13,0.15,112.42099999999999
1069,102,55.5,3,0.0,166.5,55.5,0.0,166.5
1070,102,79.53,4,0.0,318.12,79.53,0.0,318.12
1071,102,118.63,1,0.1,106.767,118.63,0.1,106.767
1072,101,62.5,7,0.15,371.875,62.5,0.15,371.875
1073,102,95.2,2,0.1,171.36,95.2,0.1,171.36
1074,101,,5,0.0,650.1999999999999,66.13,0.0,330.65
1075,102,,1,0.05,135.546,66.13,0.05,62.823499999999996
1076,104,26.33,3,,67.1415,26.33,0.15,67.1415
1077,104,,2,,264.784,66.13,0.15,112.42099999999999
1078,103,76.36,1,0.15,64.90599999999999,76.36,0.15,64.90599999999999
1079,104,42.45,7,,267.43500000000006,42.45,0.15,252.57750000000001
1080,103,71.57,5,0.1,322.065,71.57,0.1,322.065
1081,104,,1,,132.39,66.13,0.15,56.210499999999996
1082,101,76.43,6,0.1,412.72200000000004,76.43,0.1,412.72200000000004
1083,104,52.67,5,,237.01500000000001,52.67,0.15,223.84750000000003
1084,103,96.84,3,0.05,275.99399999999997,96.84,0.05,275.99399999999997
1085,103,39.82,7,0.1,250.866,39.82,0.1,250.866
1086,102,16.0,9,0.0,144.0,16.0,0.0,144.0
1087,101,23.69,9,0.0,213.21,23.69,0.0,213.21
1088,104,23.57,9,,201.52349999999998,23.57,0.15,180.3105
1089,102,27.03,2,0.15,45.951,27.03,0.15,45.951
1090,104,25.13,3,,75.39,25.13,0.15,64.0815
1091,104,97.93,7,,582.6835,97.93,0.15,582.6835
1092,102,31.37,5,0.05,149.0075,31.37,0.05,149.0075
1093,102,55.12,2,0.15,93.704,55.12,0.15,93.704
1094,102,,3,0.15,344.3265,66.13,0.15,168.6315
1095,102,73.72,6,0.15,375.972,73.72,0.15,375.972
1096,102,101.8,7,0.15,605.71,101.8,0.15,605.71
1097,104,29.99,9,,256.4145,29.99,0.15,229.42349999999996
1098,102,32.88,1,0.0,32.88,32.88,0.0,32.88
1099,101,10.93,7,0.1,68.859,10.93,0.1,68.859
1100,103,29.5,8,0.15,200.6,29.5,0.15,200.6
1101,102,45.4,3,0.0,136.2,45.4,0.0,136.2
1102,102,30.67,4,0.0,122.68,30.67,0.0,122.68
1103,104,17.86,6,,101.80199999999999,17.86,0.15,91.086
1104,102,22.49,7,0.0,157.42999999999998,22.49,0.0,157.42999999999998
1105,102,71.81,4,0.05,272.878,71.81,0.05,272.878
1106,102,34.92,8,0.15,237.45600000000002,34.92,0.15,237.45600000000002
1107,104,57.82,5,,245.735,57.82,0.15,245.735
1108,102,78.0,1,0.1,70.2,78.0,0.1,70.2
1109,103,105.11,4,0.1,378.396,105.11,0.1,378.396
1110,104,10.7,3,,28.889999999999997,10.7,0.15,27.284999999999993
1111,103,120.91,9,0.0,1088.19,120.91,0.0,1088.19
1112,104,96.05,8,,653.14,96.05,0.15,653.14
1113,102,16.86,1,0.05,16.017,16.86,0.05,16.017
1114,103,,6,0.1,711.018,66.13,0.1,357.102
1115,104,,9,,1184.4315,66.13,0.15,505.89449999999994
1116,101,13.86,7,0.05,92.169,13.86,0.05,92.169
1117,102,45.15,4,0.1,162.54,45.15,0.1,162.54
1118,104,121.9,1,,103.61500000000001,121.9,0.15,103.61500000000001
1119,101,113.5,2,0.1,204.3,113.5,0.1,204.3
1120,104,31.76,5,,150.86,31.76,0.15,134.98000000000002
1121,101,35.36,5,0.1,159.12,35.36,0.1,159.12
1122,102,58.72,8,0.05,446.272,58.72,0.05,446.272
1123,103,75.26,6,0.05,428.982,75.26,0.05,428.982
1124,101,94.65,8,0.1,681.48,94.65,0.1,681.48
1125,104,58.49,2,,116.98,58.49,0.15,99.433
1126,102,72.07,3,0.1,194.589,72.07,0.1,194.589
1127,101,113.38,6,0.0,680.28,113.38,0.0,680.28
1128,104,10.32,3,,29.412,10.32,0.15,26.316
1129,104,41.6,6,,237.12,41.6,0.15,212.16000000000003
1130,104,108.44,6,,650.64,108.44,0.15,553.044
1131,101,,2,0.05,256.12,66.13,0.05,125.64699999999999
1132,101,79.19,7,0.0,554.3299999999999,79.19,0.0,554.3299999999999
1133,101,82.16,2,0.0,164.32,82.16,0.0,164.32
1134,103,20.54,6,0.05,117.07799999999999,20.54,0.05,117.07799999999999
1135,101,69.87,1,0.15,59.389500000000005,69.87,0.15,59.389500000000005
1136,101,82.23,3,0.0,246.69,82.23,0.0,246.69
1137,101,40.16,2,0.1,72.288,40.16,0.1,72.288
1138,103,44.04,7,0.1,277.452,44.04,0.1,277.452
1139,101,59.71,4,0.05,226.898,59.71,0.05,226.898
1140,104,7.91,8,,53.788,7.91,0.15,53.788
1141,101,51.7,6,0.05,294.69000000000005,51.7,0.05,294.69000000000005
1142,104,35.66,4,,121.24399999999999,35.66,0.15,121.24399999999999
1143,104,52.49,5,,262.45,52.49,0.15,223.08249999999998
1144,104,22.37,9,,201.33,22.37,0.15,171.1305
1145,103,,7,0.0,938.91,66.13,0.0,462.90999999999997
1146,103,91.07,9,0.0,819.6299999999999,91.07,0.0,819.6299999999999
1147,103,103.47,7,0.1,651.861,103.47,0.1,651.861
1148,101,119.43,1,0.1,107.48700000000001,119.43,0.1,107.48700000000001
1149,104,77.27,8,,587.252,77.27,0.15,525.4359999999999
1150,103,17.6,4,0.15,59.84,17.6,0.15,59.84
1151,103,82.88,3,0.0,248.64,82.88,0.0,248.64
1152,101,90.09,7,0.0,630.63,90.09,0.0,630.63
1153,103,113.09,3,0.15,288.37949999999995,113.09,0.15,288.37949999999995
1154,101,67.59,8,0.15,459.612,67.59,0.15,459.612
1155,102,23.5,6,0.05,133.95,23.5,0.05,133.95
1156,103,46.15,5,0.15,196.1375,46.15,0.15,196.1375
1157,102,57.65,4,0.0,230.6,57.65,0.0,230.6
1158,101,98.66,8,0.0,789.28,98.66,0.0,789.28
1159,104,87.76,8,,702.08,87.76,0.15,596.768
1160,103,56.63,1,0.0,56.63,56.63,0.0,56.63
1161,101,,9,0.0,1332.36,66.13,0.0,595.17
1162,104,92.84,5,,440.99,92.84,0.15,394.57000000000005
1163,104,39.4,4,,157.6,39.4,0.15,133.95999999999998
1164,102,19.76,6,0.05,112.63199999999999,19.76,0.05,112.63199999999999
1165,101,27.16,6,0.0,162.96,27.16,0.0,162.96
1166,104,40.66,2,,73.188,40.66,0.15,69.12199999999999
1167,103,28.3,8,0.1,203.76000000000002,28.3,0.1,203.76000000000002
1168,103,32.05,7,0.1,201.91499999999996,32.05,0.1,201.91499999999996
1169,102,46.34,1,0.1,41.706,46.34,0.1,41.706
1170,104,30.14,5,,143.165,30.14,0.15,128.095
1171,101,,6,0.05,769.671,66.13,0.05,376.941
1172,103,16.63,4,0.15,56.541999999999994,16.63,0.15,56.541999999999994
1173,104,81.05,2,,162.1,81.05,0.15,137.785
1174,104,64.51,4,,232.23600000000002,64.51,0.15,219.334
1175,102,,1,0.05,140.06799999999998,66.13,0.05,62.823499999999996
1176,103,21.25,7,0.0,148.75,21.25,0.0,148.75
1177,103,62.69,2,0.0,125.38,62.69,0.0,125.38
1178,101,,2,0.05,276.58299999999997,66.13,0.05,125.64699999999999
1179,103,,9,0.1,1057.05,66.13,0.1,535.653
1180,101,123.48,5,0.15,524.79,123.48,0.15,524.79
1181,103,42.4,2,0.0,84.8,42.4,0.0,84.8
1182,102,29.78,9,0.15,227.81699999999998,29.78,0.15,227.81699999999998
1183,103,101.95,9,0.1,825.7950000000001,101.95,0.1,825.7950000000001
1184,101,,1,0.1,125.78399999999999,66.13,0.1,59.516999999999996
1185,101,85.73,3,0.15,218.61149999999998,85.73,0.15,218.61149999999998
1186,102,87.88,4,0.1,316.368,87.88,0.1,316.368
1187,103,45.6,7,0.0,319.2,45.6,0.0,319.2
1188,103,116.58,4,0.15,396.37199999999996,116.58,0.15,396.37199999999996
1189,102,32.12,2,0.1,57.815999999999995,32.12,0.1,57.815999999999995
1190,103,51.93,7,0.15,308.9835,51.93,0.15,308.9835
1191,103,66.69,6,0.0,400.14,66.69,0.0,400.14
1192,101,78.6,3,0.1,212.22,78.6,0.1,212.22
1193,103,40.15,6,0.0,240.89999999999998,40.15,0.0,240.89999999999998
1194,103,21.65,6,0.1,116.90999999999998,21.65,0.1,116.90999999999998
1195,102,93.54,5,0.05,444.315,93.54,0.05,444.315
1196,102,46.85,4,0.1,168.66,46.85,0.1,168.66
1197,104,89.28,1,,75.888,89.28,0.15,75.888
1198,101,27.38,6,0.1,147.852,27.38,0.1,147.852
1199,103,74.77,2,0.0,149.54,74.77,0.0,149.54
1200,103,82.23,3,0.0,246.69,82.23,0.0,246.69
1201,104,12.51,8,,90.072,12.51,0.15,85.068
1202,103,53.81,6,0.15,274.431,53.81,0.15,274.431
1203,101,24.49,3,0.05,69.7965,24.49,0.05,69.7965
1204,104,14.19,7,,84.4305,14.19,0.15,84.4305
1205,101,,4,0.05,564.452,66.13,0.05,251.29399999999998
1206,104,51.74,9,,465.66,51.74,0.15,395.81100000000004
1207,104,122.43,5,,520.3275000000001,122.43,0.15,520.3275000000001
1208,102,41.92,3,0.05,119.472,41.92,0.05,119.472
1209,101,103.82,2,0.1,186.876,103.82,0.1,186.876
1210,103,115.23,2,0.0,230.46,115.23,0.0,230.46
1211,103,91.37,3,0.1,246.699,91.37,0.1,246.699
1212,101,73.38,2,0.0,146.76,73.38,0.0,146.76
1213,103,64.72,4,0.15,220.048,64.72,0.15,220.048
1214,103,55.59,2,0.15,94.503,55.59,0.15,94.503
1215,101,,9,0.0,1258.02,66.13,0.0,595.17
1216,104,125.44,2,,250.88,125.44,0.15,213.248
1217,101,,9,0.0,1304.3700000000001,66.13,0.0,595.17
1218,104,23.02,6,,117.402,23.02,0.15,117.402
1219,103,110.98,1,0.05,105.431,110.98,0.05,105.431
1220,103,,4,0.1,507.81600000000003,66.13,0.1,238.06799999999998
1221,103,31.28,1,0.1,28.152,31.28,0.1,28.152
1222,102,14.64,6,0.15,74.664,14.64,0.15,74.664
1223,104,112.46,4,,404.856,112.46,0.15,382.364
1224,102,88.3,3,0.0,264.9,88.3,0.0,264.9
1225,102,127.07,3,0.05,362.1495,127.07,0.05,362.1495
1226,101,25.27,9,0.1,204.687,25.27,0.1,204.687
1227,102,120.31,6,0.05,685.7669999999999,120.31,0.05,685.7669999999999
1228,101,34.24,9,0.0,308.16,34.24,0.0,308.16
1229,101,28.73,5,0.1,129.285,28.73,0.1,129.285
1230,102,28.82,2,0.15,48.994,28.82,0.15,48.994
1231,104,123.11,8,,935.636,123.11,0.15,837.148
1232,104,101.45,5,,507.25,101.45,0.15,431.16249999999997
1233,104,80.84,2,,153.596,80.84,0.15,137.428
1234,104,57.03,4,,205.30800000000002,57.03,0.15,193.902
1235,104,,9,,1070.739,66.13,0.15,505.89449999999994
1236,102,61.9,4,0.15,210.45999999999998,61.9,0.15,210.45999999999998
1237,102,123.41,4,0.0,493.64,123.41,0.0,493.64
1238,103,68.67,2,0.0,137.34,68.67,0.0,137.34
1239,104,59.66,6,,304.26599999999996,59.66,0.15,304.26599999999996
1240,102,72.09,2,0.15,122.553,72.09,0.15,122.553
1241,103,48.7,7,0.0,340.90000000000003,48.7,0.0,340.90000000000003
1242,104,113.4,3,,323.19000000000005,113.4,0.15,289.17
1243,101,77.89,3,0.05,221.9865,77.89,0.05,221.9865
1244,103,38.67,5,0.15,164.34750000000003,38.67,0.15,164.34750000000003
1245,102,,3,0.05,386.00399999999996,66.13,0.05,188.4705
1246,101,60.66,2,0.0,121.32,60.66,0.0,121.32
1247,101,83.82,9,0.1,678.9419999999999,83.82,0.1,678.9419999999999
1248,101,,2,0.1,245.592,66.13,0.1,119.03399999999999
1249,103,95.51,2,0.05,181.469,95.51,0.05,181.469
1250,102,21.95,8,0.15,149.26,21.95,0.15,149.26
1251,101,,9,0.15,1080.792,66.13,0.15,505.89449999999994
1252,104,96.02,7,,571.319,96.02,0.15,571.319
1253,101,53.56,3,0.15,136.578,53.56,0.15,136.578
1254,101,25.19,9,0.15,192.7035,25.19,0.15,192.7035
1255,103,120.13,3,0.05,342.3705,120.13,0.05,342.3705
1256,103,94.91,5,0.1,427.09499999999997,94.91,0.1,427.09499999999997
1257,102,82.35,9,0.1,667.035,82.35,0.1,667.035
1258,104,,3,,383.6385,66.13,0.15,168.6315
1259,103,119.35,7,0.15,710.1324999999999,119.35,0.15,710.1324999999999
1260,101,26.99,1,0.05,25.640499999999996,26.99,0.05,25.640499999999996
1261,102,50.2,4,0.1,180.72000000000003,50.2,0.1,180.72000000000003
1262,101,41.03,4,0.0,164.12,41.03,0.0,164.12
1263,101,112.87,7,0.05,750.5855,112.87,0.05,750.5855
1264,103,9.86,8,0.15,67.04799999999999,9.86,0.15,67.04799999999999
1265,102,87.63,1,0.1,78.867,87.63,0.1,78.867
1266,104,115.56,5,,520.02,115.56,0.15,491.12999999999994
1267,104,,7,,832.419,66.13,0.15,393.47349999999994
1268,103,54.6,4,0.1,196.56,54.6,0.1,196.56
1269,103,124.08,4,0.15,421.87199999999996,124.08,0.15,421.87199999999996
1270,102,21.04,4,0.0,84.16,21.04,0.0,84.16
1271,104,127.74,6,,689.7959999999999,127.74,0.15,651.4739999999999
1272,104,23.49,7,,156.20849999999996,23.49,0.15,139.76549999999997
1273,104,62.61,2,,125.22,62.61,0.15,106.437
1274,101,120.61,5,0.1,542.745,120.61,0.1,542.745
1275,104,26.74,4,,106.96,26.74,0.15,90.916
1276,101,38.24,3,0.05,108.984,38.24,0.05,108.984
1277,102,109.73,7,0.1,691.299,109.73,0.1,691.299
1278,101,109.41,6,0.05,623.6370000000001,109.41,0.05,623.6370000000001
1279,102,97.97,7,0.15,582.9214999999999,97.97,0.15,582.9214999999999
1280,104,105.62,5,,475.29,105.62,0.15,448.885
1281,104,83.7,6,,451.9800000000001,83.7,0.15,426.87
1282,102,41.51,5,0.1,186.795,41.51,0.1,186.795
1283,103,55.13,7,0.1,347.319,55.13,0.1,347.319
1284,102,31.33,2,0.15,53.260999999999996,31.33,0.15,53.260999999999996
1285,103,,5,0.1,615.285,66.13,0.1,297.585
1286,101,89.59,6,0.0,537.54,89.59,0.0,537.54
1287,101,63.12,6,0.1,340.84799999999996,63.12,0.1,340.84799999999996
1288,101,71.99,5,0.15,305.9575,71.99,0.15,305.9575
1289,104,,7,,896.868,66.13,0.15,393.47349999999994
1290,101,27.24,8,0.0,217.92,27.24,0.0,217.92
1291,103,90.0,7,0.15,535.5,90.0,0.15,535.5
1292,101,78.35,5,0.15,332.9875,78.35,0.15,332.9875
1293,102,93.66,1,0.0,93.66,93.66,0.0,93.66
1294,102,7.63,5,0.0,38.15,7.63,0.0,38.15
1295,104,,2,,262.92,66.13,0.15,112.42099999999999
1296,102,,5,0.0,700.8,66.13,0.0,330.65
1297,103,86.94,5,0.0,434.7,86.94,0.0,434.7
1298,101,106.01,2,0.15,180.217,106.01,0.15,180.217
1299,104,,5,,589.7299999999999,66.13,0.15,281.05249999999995
1300,101,107.55,4,0.1,387.18,107.55,0.1,387.18
1301,101,27.12,1,0.1,24.408,27.12,0.1,24.408
1302,103,88.56,3,0.05,252.396,88.56,0.05,252.396
1303,102,92.97,1,0.1,83.673,92.97,0.1,83.673
1304,102,66.5,5,0.1,299.25,66.5,0.1,299.25
1305,101,111.78,4,0.0,447.12,111.78,0.0,447.12
1306,104,,7,,983.3599999999999,66.13,0.15,393.47349999999994
1307,102,,5,0.1,626.445,66.13,0.1,297.585
1308,104,70.37,4,,267.406,70.37,0.15,239.258
1309,102,21.42,2,0.0,42.84,21.42,0.0,42.84
1310,104,,4,,532.08,66.13,0.15,224.84199999999998
1311,103,126.64,2,0.1,227.952,126.64,0.1,227.952
1312,104,23.08,8,,156.944,23.08,0.15,156.944
1313,103,,3,0.05,394.78200000000004,66.13,0.05,188.4705
1314,103,,9,0.15,1003.1445,66.13,0.15,505.89449999999994
1315,104,80.23,4,,304.874,80.23,0.15,272.782
1316,103,90.73,6,0.0,544.38,90.73,0.0,544.38
1317,101,62.86,5,0.05,298.585,62.86,0.05,298.585
1318,103,12.94,1,0.1,11.645999999999999,12.94,0.1,11.645999999999999
1319,102,53.6,9,0.1,434.16,53.6,0.1,434.16
1320,104,121.41,1,,115.33949999999999,121.41,0.15,103.1985
1321,101,5.67,8,0.05,43.092,5.67,0.05,43.092
1322,104,53.36,9,,456.228,53.36,0.15,408.204
1323,102,62.73,9,0.15,479.88449999999995,62.73,0.15,479.88449999999995
1324,102,82.92,1,0.05,78.774,82.92,0.05,78.774
1325,102,,2,0.0,276.76,66.13,0.0,132.26
1326,103,55.22,1,0.15,46.937,55.22,0.15,46.937
1327,103,55.31,2,0.15,94.027,55.31,0.15,94.027
1328,104,111.94,8,,850.7439999999999,111.94,0.15,761.192
1329,104,70.57,5,,352.84999999999997,70.57,0.15,299.92249999999996
1330,101,37.57,7,0.15,223.5415,37.57,0.15,223.5415
1331,101,70.6,2,0.1,127.08,70.6,0.1,127.08
1332,104,25.42,8,,172.856,25.42,0.15,172.856
1333,103,30.58,6,0.05,174.30599999999998,30.58,0.05,174.30599999999998
1334,102,77.26,8,0.0,618.08,77.26,0.0,618.08
1335,104,65.74,1,,62.45299999999999,65.74,0.15,55.87899999999999
1336,101,,1,0.1,123.885,66.13,0.1,59.516999999999996
1337,103,57.55,7,0.1,362.565,57.55,0.1,362.565
1338,104,89.19,8,,642.168,89.19,0.15,606.492
1339,104,96.68,3,,275.538,96.68,0.15,246.53400000000002
1340,103,6.9,5,0.15,29.325,6.9,0.15,29.325
1341,104,101.21,1,,96.14949999999999,101.21,0.15,86.0285
1342,103,30.82,7,0.0,215.74,30.82,0.0,215.74
1343,102,,5,0.15,613.5300000000001,66.13,0.15,281.05249999999995
1344,103,26.56,8,0.1,191.232,26.56,0.1,191.232
1345,103,65.12,8,0.05,494.91200000000003,65.12,0.05,494.91200000000003
1346,103,17.38,9,0.1,140.778,17.38,0.1,140.778
1347,104,,7,,942.1650000000002,66.13,0.15,393.47349999999994
1348,104,77.82,1,,77.82,77.82,0.15,66.14699999999999
1349,103,91.33,3,0.15,232.8915,91.33,0.15,232.8915
1350,104,14.73,8,,117.84,14.73,0.15,100.164
1351,101,113.74,3,0.0,341.21999999999997,113.74,0.0,341.21999999999997
1352,101,35.44,8,0.0,283.52,35.44,0.0,283.52
1353,104,,1,,121.69800000000001,66.13,0.15,56.210499999999996
1354,104,34.75,5,,173.75,34.75,0.15,147.6875
1355,103,32.65,4,0.0,130.6,32.65,0.0,130.6
1356,102,10.3,5,0.15,43.775,10.3,0.15,43.775
1357,104,73.45,8,,499.46,73.45,0.15,499.46
1358,101,86.9,4,0.0,347.6,86.9,0.0,347.6
1359,103,14.53,4,0.15,49.401999999999994,14.53,0.15,49.401999999999994
1360,104,117.45,3,,299.4975,117.45,0.15,299.4975
1361,101,70.73,7,0.0,495.11,70.73,0.0,495.11
1362,101,81.04,3,0.1,218.80800000000002,81.04,0.1,218.80800000000002
1363,102,68.91,3,0.0,206.73,68.91,0.0,206.73
1364,103,63.11,5,0.15,268.21750000000003,63.11,0.15,268.21750000000003
1365,103,86.15,5,0.1,387.675,86.15,0.1,387.675
1366,102,27.51,6,0.05,156.807,27.51,0.05,156.807
1367,102,31.38,8,0.1,225.936,31.38,0.1,225.936
1368,103,129.96,6,0.15,662.7959999999999,129.96,0.15,662.7959999999999
1369,103,,1,0.1,127.971,66.13,0.1,59.516999999999996
1370,104,59.13,8,,473.04,59.13,0.15,402.084
1371,104,44.26,8,,336.376,44.26,0.15,300.96799999999996
1372,102,98.38,9,0.05,841.1489999999999,98.38,0.05,841.1489999999999
1373,104,64.27,9,,549.5084999999999,64.27,0.15,491.66549999999995
1374,101,8.68,2,0.15,14.755999999999998,8.68,0.15,14.755999999999998
1375,104,27.64,2,,46.988,27.64,0.15,46.988
1376,104,108.82,3,,310.13699999999994,108.82,0.15,277.491
1377,101,100.54,1,0.1,90.486,100.54,0.1,90.486
1378,102,8.93,4,0.05,33.934,8.93,0.05,33.934
1379,101,37.19,4,0.1,133.884,37.19,0.1,133.884
1380,104,38.51,9,,311.931,38.51,0.15,294.6015
1381,102,102.42,9,0.15,783.5129999999999,102.42,0.15,783.5129999999999
1382,104,7.86,9,,63.66600000000001,7.86,0.15,60.129000000000005
1383,101,20.1,7,0.05,133.66500000000002,20.1,0.05,133.66500000000002
1384,101,120.99,2,0.15,205.683,120.99,0.15,205.683
1385,104,30.89,5,,154.45,30.89,0.15,131.2825
1386,103,99.65,4,0.0,398.6,99.65,0.0,398.6
1387,103,39.54,8,0.15,268.872,39.54,0.15,268.872
1388,101,19.42,2,0.05,36.898,19.42,0.05,36.898
1389,101,40.26,6,0.0,241.56,40.26,0.0,241.56
1390,103,109.73,5,0.0,548.65,109.73,0.0,548.65
1391,103,129.08,2,0.1,232.34400000000002,129.08,0.1,232.34400000000002
1392,104,125.38,1,,112.842,125.38,0.15,106.573
1393,104,62.59,8,,475.684,62.59,0.15,425.612
1394,103,101.87,2,0.15,173.179,101.87,0.15,173.179
1395,104,34.72,7,,230.88799999999998,34.72,0.15,206.58399999999997
1396,104,47.51,9,,363.45149999999995,47.51,0.15,363.45149999999995
1397,102,,9,0.0,1214.73,66.13,0.0,595.17
1398,104,6.89,8,,49.608,6.89,0.15,46.852
1399,101,17.4,9,0.05,148.76999999999998,17.4,0.05,148.76999999999998
1400,104,35.14,2,,66.76599999999999,35.14,0.15,59.738
1401,104,8.85,6,,45.13499999999999,8.85,0.15,45.13499999999999
1402,103,31.31,4,0.15,106.454,31.31,0.15,106.454
1403,101,89.54,4,0.05,340.252,89.54,0.05,340.252
1404,104,66.11,5,,280.96750000000003,66.11,0.15,280.96750000000003
1405,104,,3,,383.154,66.13,0.15,168.6315
1406,102,123.53,1,0.05,117.3535,123.53,0.05,117.3535
1407,104,54.56,8,,414.656,54.56,0.15,371.008
1408,104,42.62,5,,213.1,42.62,0.15,181.135
1409,102,60.06,3,0.15,153.153,60.06,0.15,153.153
1410,103,90.59,7,0.1,570.717,90.59,0.1,570.717
1411,104,43.87,7,,276.381,43.87,0.15,261.0265
1412,102,95.5,1,0.15,81.175,95.5,0.15,81.175
1413,101,64.36,9,0.05,550.278,64.36,0.05,550.278
1414,103,85.05,2,0.1,153.09,85.05,0.1,153.09
1415,101,68.24,5,0.1,307.08,68.24,0.1,307.08
1416,101,47.7,5,0.15,202.725,47.7,0.15,202.725
1417,102,,8,0.1,1026.2160000000001,66.13,0.1,476.13599999999997
1418,104,115.72,8,,879.472,115.72,0.15,786.896
1419,102,25.32,7,0.15,150.654,25.32,0.15,150.654
1420,102,,7,0.05,870.6845,66.13,0.05,439.76449999999994
1421,102,75.68,6,0.1,408.672,75.68,0.1,408.672
1422,102,,6,0.1,727.434,66.13,0.1,357.102
1423,103,120.98,9,0.05,1034.379,120.98,0.05,1034.379
1424,104,66.66,6,,399.96,66.66,0.15,339.96599999999995
1425,101,8.26,2,0.1,14.868,8.26,0.1,14.868
1426,101,43.96,2,0.0,87.92,43.96,0.0,87.92
1427,104,83.54,5,,375.93000000000006,83.54,0.15,355.045
1428,101,96.85,4,0.0,387.4,96.85,0.0,387.4
1429,104,42.39,2,,84.78,42.39,0.15,72.063
